Date,Apparent Temperature,Cloud Cover,Dew Point,Humidity,Description,Precipitation Intensity,Precipitation Probability,Preassure,Summary,Temperature,UV Index,Visibility,Wind Bearing,Wind Speed,Moon Phase
1514977200,23.36,0.0,16.13,0.73,clear-night,0.0,0.0,1033.6,Clear,23.36,0,9.997,321.0,0.37,0.58
1514980800,22.63,0.0,17.1,0.79,clear-night,0.0,0.0,1033.5,Clear,22.63,0,9.997,320.0,0.38,0.58
1514984400,23.03,0.0,18.26,0.82,clear-night,0.0,0.0,1033.3,Clear,23.03,0,9.997,327.0,0.2,0.58
1514988000,23.94,0.0,18.76,0.8,clear-day,0.0,0.0,1033.5,Clear,23.94,0,9.997,339.0,0.34,0.58
1514991600,26.82,0.0,20.31,0.76,clear-day,0.0,0.0,1033.5,Clear,26.82,1,9.997,306.0,1.35,0.58
1514995200,31.29,0.0,21.21,0.66,clear-day,0.0,0.0,1033.6,Clear,31.29,2,9.997,348.0,1.98,0.58
1514998800,38.6,0.0,23.46,0.54,clear-day,0.0,0.0,1033.2,Clear,38.6,3,9.997,332.0,2.38,0.58
1515002400,41.93,0.0,22.42,0.46,clear-day,0.0,0.0,1032.0,Clear,41.93,4,9.997,340.0,0.66,0.58
1515006000,48.38,0.0,24.95,0.4,clear-day,0.0,0.0,1030.4,Clear,48.38,4,9.997,324.0,1.87,0.58
1515009600,50.55,0.0,22.42,0.33,clear-day,0.0,0.0,1029.0,Clear,50.55,3,9.997,324.0,1.64,0.58
1515013200,54.54,0.0,22.42,0.28,clear-day,0.0,0.0,1028.1,Clear,54.54,2,9.997,321.0,1.02,0.58
1515016800,55.59,0.0,20.45,0.25,clear-day,0.0,0.0,1027.6,Clear,55.59,1,9.997,334.0,1.87,0.58
1515020400,55.59,0.0,19.61,0.24,clear-day,0.0,0.0,1027.3,Clear,55.59,0,9.997,344.0,0.48,0.58
1515024000,50.73,0.0,23.95,0.35,clear-night,0.0,0.0,1027.7,Clear,50.73,0,9.997,349.0,0.06,0.58
1515027600,44.75,0.0,25.56,0.47,clear-night,0.0,0.0,1028.5,Clear,44.75,0,9.997,320.0,0.2,0.58
1515031200,41.84,0.0,26.14,0.53,clear-night,0.0,0.0,1028.6,Clear,41.84,0,9.997,332.0,0.13,0.58
1515034800,38.77,0.0,26.23,0.6,clear-night,0.0,0.0,1029.0,Clear,38.77,0,9.997,357.0,0.16,0.58
1515038400,37.87,0.0,25.76,0.61,clear-night,0.0,0.0,1028.8,Clear,37.87,0,9.997,316.0,0.12,0.58
1515042000,36.87,0.0,25.08,0.62,clear-night,0.0,0.0,1029.2,Clear,36.87,0,9.997,270.0,0.04,0.58
1515045600,35.8,0.0,24.57,0.63,clear-night,0.0,0.0,1028.5,Clear,35.8,0,9.997,320.0,0.04,0.62
1515049200,32.93,0.0,24.57,0.71,clear-night,0.0,0.0,1028.8,Clear,32.93,0,9.997,326.0,0.04,0.62
1515052800,33.08,0.0,25.01,0.72,clear-night,0.0,0.0,1028.1,Clear,33.08,0,9.997,355.0,0.01,0.62
1515056400,31.66,0.0,25.14,0.77,clear-night,0.0,0.0,1028.3,Clear,31.66,0,9.997,348.0,0.04,0.62
1515060000,28.83,0.0,23.65,0.81,clear-night,0.0,0.0,1028.3,Clear,28.83,0,9.997,313.0,0.04,0.62
1515063600,28.64,0.0,24.37,0.84,clear-night,0.0,0.0,1028.5,Clear,28.64,0,9.997,287.0,0.03,0.62
1515067200,28.59,0.0,23.88,0.82,clear-night,0.0,0.0,1028.7,Clear,28.59,0,9.997,274.0,0.05,0.62
1515070800,27.59,0.0,23.14,0.83,clear-night,0.0,0.0,1029.4,Clear,27.59,0,9.997,270.0,0.05,0.62
1515074400,27.62,0.0,23.45,0.84,clear-day,0.0,0.0,1029.2,Clear,27.62,0,9.997,272.0,0.07,0.62
1515078000,34.54,0.0,28.41,0.78,clear-day,0.0,0.0,1029.8,Clear,34.54,1,9.997,1.0,0.11,0.62
1515081600,42.63,0.0,27.88,0.56,clear-day,0.0,0.0,1030.0,Clear,42.63,2,9.997,95.0,0.26,0.62
1515085200,47.84,0.0,24.25,0.39,clear-day,0.0,0.0,1029.7,Clear,47.84,3,9.997,128.0,0.85,0.62
1515088800,50.0,0.0,23.34,0.35,clear-day,0.0,0.0,1029.2,Clear,50.0,4,9.997,133.0,0.42,0.62
1515092400,52.82,0.0,23.34,0.31,clear-day,0.0,0.0,1028.2,Clear,52.82,4,9.997,159.0,0.5,0.62
1515096000,54.4,0.0,27.1,0.35,clear-day,0.0,0.0,1027.2,Clear,54.4,3,9.997,146.0,1.27,0.62
1515099600,54.15,0.0,27.33,0.35,clear-day,0.0,0.0,1026.7,Clear,54.15,2,9.997,157.0,0.62,0.62
1515103200,53.98,0.0,26.46,0.34,clear-day,0.0,0.0,1026.8,Clear,53.98,1,9.997,134.0,1.58,0.62
1515106800,53.26,0.0,27.38,0.37,clear-day,0.0,0.0,1026.7,Clear,53.26,0,9.997,110.0,1.2,0.62
1515110400,53.26,0.0,26.87,0.36,clear-night,0.0,0.0,1027.0,Clear,53.26,0,9.997,146.0,0.11,0.62
1515114000,48.72,0.02,28.49,0.45,clear-night,0.0,0.0,1027.2,Clear,48.72,0,9.997,118.0,0.22,0.62
1515117600,47.81,0.0,28.12,0.46,clear-night,0.0,0.0,1027.7,Clear,47.81,0,9.997,101.0,0.04,0.62
1515121200,46.11,0.0,28.7,0.5,clear-night,0.0,0.0,1027.8,Clear,46.11,0,9.997,94.0,0.38,0.62
1515124800,45.48,0.02,29.62,0.54,clear-night,0.0,0.0,1027.9,Clear,45.48,0,9.997,90.0,0.09,0.62
1515128400,44.99,0.37,29.77,0.55,partly-cloudy-night,0.0,0.0,1028.0,Partly Cloudy,44.99,0,9.997,114.0,0.09,0.62
1515132000,45.31,0.93,29.56,0.54,cloudy,0.0,0.0,1028.2,Overcast,45.31,0,9.997,115.0,0.2,0.65
1515135600,44.82,0.76,29.44,0.55,partly-cloudy-night,0.0,0.0,1027.7,Mostly Cloudy,44.82,0,9.997,148.0,0.36,0.65
1515139200,44.47,0.75,28.49,0.53,partly-cloudy-night,0.0,0.0,1027.8,Mostly Cloudy,44.47,0,9.997,121.0,0.22,0.65
1515142800,44.26,0.4,29.21,0.55,partly-cloudy-night,0.0,0.0,1027.8,Partly Cloudy,44.26,0,9.997,94.0,0.04,0.65
1515146400,44.07,1.0,28.59,0.54,cloudy,0.0,0.0,1027.7,Overcast,44.07,0,9.997,118.0,0.14,0.65
1515150000,43.38,1.0,29.57,0.58,cloudy,0.0,0.0,1028.1,Overcast,43.38,0,9.997,122.0,0.21,0.65
1515153600,42.53,1.0,30.41,0.62,cloudy,0.0,0.0,1028.1,Overcast,42.53,0,9.997,168.0,0.05,0.65
1515157200,42.54,1.0,31.2,0.64,cloudy,0.0,0.0,1028.6,Overcast,42.54,0,9.997,143.0,0.06,0.65
1515160800,42.09,0.75,30.64,0.64,partly-cloudy-day,0.0,0.0,1028.5,Mostly Cloudy,42.09,0,9.997,180.0,0.19,0.65
1515164400,44.6,1.0,33.27,0.64,cloudy,0.0,0.0,1029.3,Overcast,44.6,1,9.997,178.0,0.33,0.65
1515168000,47.49,0.74,30.34,0.51,partly-cloudy-day,0.0,0.0,1029.9,Mostly Cloudy,47.49,1,9.997,198.0,1.58,0.65
1515171600,52.48,0.44,30.72,0.43,partly-cloudy-day,0.0,0.0,1030.2,Partly Cloudy,52.48,3,9.997,190.0,1.58,0.65
1515175200,55.63,0.02,29.82,0.37,clear-day,0.0,0.0,1029.1,Clear,55.63,4,9.997,204.0,1.95,0.65
1515178800,57.39,0.09,27.4,0.32,clear-day,0.0,0.0,1027.5,Clear,57.39,4,9.997,164.0,2.72,0.65
1515182400,60.27,0.02,29.87,0.31,clear-day,0.0,0.0,1026.4,Clear,60.27,3,9.997,201.0,3.61,0.65
1515186000,61.17,0.0,29.63,0.3,clear-day,0.0,0.0,1026.0,Clear,61.17,2,9.997,167.0,4.14,0.65
1515189600,60.63,0.0,29.74,0.31,clear-day,0.0,0.0,1026.0,Clear,60.63,1,9.997,183.0,3.49,0.65
1515193200,59.19,0.0,25.2,0.27,clear-day,0.0,0.0,1025.4,Clear,59.19,0,9.997,188.0,2.91,0.65
1515196800,54.88,0.0,29.64,0.38,clear-night,0.0,0.0,1025.5,Clear,54.88,0,9.997,176.0,0.29,0.65
1515200400,50.42,0.0,28.91,0.43,clear-night,0.0,0.0,1025.8,Clear,50.42,0,9.997,177.0,0.13,0.65
1515204000,49.84,0.0,27.23,0.41,clear-night,0.0,0.0,1026.7,Clear,49.84,0,9.997,178.0,0.07,0.65
1515207600,47.68,0.0,28.58,0.47,clear-night,0.0,0.0,1027.0,Clear,47.68,0,9.997,177.0,0.19,0.65
1515211200,47.68,0.0,28.58,0.47,clear-night,0.0,0.0,1026.6,Clear,47.68,0,9.997,179.0,1.59,0.65
1515214800,46.95,0.0,30.51,0.53,clear-night,0.0,0.0,1026.6,Clear,46.95,0,9.997,180.0,1.6,0.65
1515218400,46.95,0.0,34.46,0.62,clear-night,0.0,0.0,1026.5,Clear,46.95,0,9.997,184.0,0.61,0.69
1515222000,44.8,0.0,33.93,0.65,clear-night,0.0,0.0,1026.5,Clear,44.8,0,9.997,185.0,0.13,0.69
1515225600,42.27,0.0,34.03,0.72,clear-night,0.0,0.0,1026.9,Clear,42.27,0,9.997,178.0,0.06,0.69
1515229200,41.74,0.0,35.21,0.77,clear-night,0.0,0.0,1026.5,Clear,41.74,0,9.997,179.0,0.04,0.69
1515232800,40.46,0.0,35.11,0.81,clear-night,0.0,0.0,1026.7,Clear,40.46,0,9.997,,0.01,0.69
1515236400,40.82,0.0,36.53,0.85,clear-night,0.0,0.0,1026.9,Clear,40.82,0,9.997,,0.0,0.69
1515240000,40.82,0.92,36.53,0.85,cloudy,0.0,0.0,1027.3,Overcast,40.82,0,9.997,187.0,0.04,0.69
1515243600,42.45,1.0,37.35,0.82,cloudy,0.0,0.0,1027.1,Overcast,42.45,0,7.902,180.0,0.02,0.69
1515247200,45.16,1.0,40.92,0.85,cloudy,0.0,0.0,1027.3,Overcast,45.16,0,4.99,180.0,0.01,0.69
1515250800,46.06,1.0,41.11,0.83,cloudy,0.0,0.0,1028.3,Overcast,46.06,1,6.936,159.0,0.11,0.69
1515254400,47.84,1.0,43.44,0.85,cloudy,0.0,0.0,1029.0,Overcast,47.84,1,6.082,195.0,0.6,0.69
1515258000,49.84,1.0,46.61,0.89,cloudy,0.0,0.0,1029.1,Overcast,49.84,2,7.018,171.0,0.45,0.69
1515261600,57.22,0.6,49.2,0.75,partly-cloudy-day,0.0,0.0,1027.8,Mostly Cloudy,57.22,3,9.997,148.0,0.5,0.69
1515265200,59.91,0.44,50.44,0.71,partly-cloudy-day,0.0,0.0,1026.6,Partly Cloudy,59.91,3,9.997,185.0,3.76,0.69
1515268800,62.44,0.89,48.31,0.6,cloudy,0.0,0.0,1025.5,Overcast,62.44,2,9.997,173.0,2.66,0.69
1515272400,62.08,1.0,49.2,0.63,cloudy,0.0,0.0,1025.1,Overcast,62.08,2,9.997,185.0,2.09,0.69
1515276000,62.08,1.0,49.2,0.63,cloudy,0.0,0.0,1024.6,Overcast,62.08,1,9.997,176.0,2.51,0.69
1515279600,62.61,1.0,49.25,0.62,cloudy,0.0,0.0,1024.4,Overcast,62.61,0,9.997,169.0,1.43,0.69
1515283200,58.83,0.8,49.25,0.7,partly-cloudy-night,0.0,0.0,1024.0,Mostly Cloudy,58.83,0,9.997,172.0,0.13,0.69
1515286800,57.94,0.75,49.13,0.72,partly-cloudy-night,0.0,0.0,1023.7,Mostly Cloudy,57.94,0,9.997,150.0,0.06,0.69
1515290400,54.98,0.76,49.1,0.81,partly-cloudy-night,0.0,0.0,1023.8,Mostly Cloudy,54.98,0,9.997,150.0,0.17,0.69
1515294000,56.36,0.75,49.1,0.77,partly-cloudy-night,0.0,0.0,1023.5,Mostly Cloudy,56.36,0,9.997,155.0,1.21,0.69
1515297600,56.32,1.0,48.85,0.76,cloudy,0.0,0.0,1023.4,Overcast,56.32,0,9.997,159.0,3.43,0.69
1515301200,55.2,0.98,50.47,0.84,cloudy,0.0,0.0,1023.4,Overcast,55.2,0,9.997,155.0,3.46,0.69
1515304800,55.23,0.75,51.1,0.86,partly-cloudy-night,0.0,0.0,1022.6,Mostly Cloudy,55.23,0,9.997,133.0,5.6,0.72
1515308400,55.23,1.0,51.1,0.86,cloudy,0.0,0.0,1021.9,Overcast,55.23,0,9.997,164.0,4.7,0.72
1515312000,54.34,1.0,51.27,0.89,cloudy,0.0,0.0,1021.3,Overcast,54.34,0,9.997,175.0,4.13,0.72
1515315600,54.33,1.0,51.18,0.89,cloudy,0.0,0.0,1020.7,Overcast,54.33,0,9.985,145.0,4.43,0.72
1515319200,54.51,1.0,51.1,0.88,cloudy,0.0,0.0,1019.9,Overcast,54.51,0,9.997,175.0,4.21,0.72
1515322800,54.51,1.0,51.1,0.88,cloudy,0.0,0.0,1019.2,Overcast,54.51,0,9.023,161.0,4.32,0.72
1515326400,54.83,1.0,52.3,0.91,cloudy,0.0,0.0,1018.4,Overcast,54.83,0,9.012,166.0,4.89,0.72
1515330000,54.96,1.0,52.36,0.91,cloudy,0.0,0.0,1018.5,Overcast,54.96,0,9.99,166.0,3.72,0.72
1515333600,55.07,1.0,52.5,0.91,cloudy,0.0,0.0,1018.4,Overcast,55.07,0,9.942,153.0,2.37,0.72
1515337200,55.73,1.0,52.97,0.9,cloudy,0.0,0.0,1018.5,Overcast,55.73,1,9.985,179.0,3.13,0.72
1515340800,58.25,1.0,54.69,0.88,cloudy,0.0,0.0,1018.0,Overcast,58.25,1,9.997,174.0,4.56,0.72
1515344400,61.56,1.0,55.93,0.82,cloudy,0.0,0.0,1017.1,Overcast,61.56,2,9.997,172.0,5.88,0.72
1515348000,64.72,1.0,57.42,0.77,cloudy,0.0,0.0,1015.7,Overcast,64.72,3,9.997,187.0,7.13,0.72
1515351600,66.39,1.0,55.99,0.69,cloudy,0.0,0.0,1013.6,Overcast,66.39,3,9.997,180.0,7.58,0.72
1515355200,66.39,1.0,55.99,0.69,cloudy,0.0,0.0,1013.0,Overcast,66.39,2,9.997,182.0,4.93,0.72
1515358800,66.22,1.0,56.17,0.7,cloudy,0.0,0.0,1012.4,Overcast,66.22,2,9.997,199.0,4.46,0.72
1515362400,66.22,1.0,58.13,0.75,cloudy,0.0,0.0,1012.0,Overcast,66.22,1,9.997,184.0,5.08,0.72
1515366000,66.58,0.59,57.21,0.72,partly-cloudy-day,0.0,0.0,1012.0,Partly Cloudy,66.58,0,9.997,192.0,1.89,0.72
1515369600,65.16,1.0,57.21,0.75,cloudy,0.0,0.0,1012.6,Overcast,65.16,0,9.997,226.0,0.37,0.72
1515373200,64.59,1.0,57.73,0.78,cloudy,0.0,0.0,1013.3,Overcast,64.59,0,9.997,232.0,0.14,0.72
1515376800,61.91,1.0,58.06,0.87,cloudy,0.0,0.0,1013.8,Overcast,61.91,0,9.997,227.0,0.22,0.72
1515380400,60.83,0.75,57.28,0.88,partly-cloudy-night,0.0,0.0,1014.2,Mostly Cloudy,60.83,0,9.997,264.0,1.14,0.72
1515384000,58.77,0.01,56.16,0.91,clear-night,0.0,0.0,1014.1,Clear,58.77,0,9.997,266.0,1.38,0.72
1515387600,57.94,0.0,55.63,0.92,clear-night,0.0,0.0,1014.4,Clear,57.94,0,9.997,288.0,2.49,0.72
1515391200,57.75,0.07,50.42,0.77,clear-night,0.0,0.0,1015.6,Clear,57.75,0,9.997,315.0,5.21,0.76
1515394800,55.59,0.0,42.94,0.62,clear-night,0.0,0.0,1016.1,Clear,55.59,0,9.997,318.0,4.53,0.76
1515398400,54.51,0.0,40.45,0.59,clear-night,0.0,0.0,1016.8,Clear,54.51,0,9.997,334.0,6.11,0.76
1515402000,53.98,0.0,39.67,0.58,clear-night,0.0,0.0,1016.9,Clear,53.98,0,9.997,324.0,4.93,0.76
1515405600,52.71,0.0,37.17,0.55,clear-night,0.0,0.0,1017.7,Clear,52.71,0,9.997,335.0,6.57,0.76
1515409200,51.63,0.0,34.43,0.52,clear-night,0.0,0.0,1018.4,Clear,51.63,0,9.997,334.0,7.5,0.76
1515412800,51.63,0.0,37.02,0.57,clear-night,0.0,0.0,1019.4,Clear,51.63,0,9.997,337.0,7.12,0.76
1515416400,50.55,0.0,36.77,0.59,clear-night,0.0,0.0,1020.4,Clear,50.55,0,9.997,335.0,4.37,0.76
1515420000,48.08,0.0,36.48,0.62,clear-day,0.0,0.0,1020.9,Clear,49.12,0,9.997,351.0,3.69,0.76
1515423600,51.28,0.0,35.64,0.55,clear-day,0.0,0.0,1021.8,Clear,51.28,1,9.997,346.0,4.36,0.76
1515427200,55.39,0.0,39.55,0.55,clear-day,0.0,0.0,1022.3,Clear,55.39,2,9.997,9.0,7.76,0.76
1515430800,59.19,0.0,39.34,0.48,clear-day,0.0,0.0,1022.4,Clear,59.19,3,9.997,3.0,6.61,0.76
1515434400,62.25,0.0,39.51,0.43,clear-day,0.0,0.0,1021.7,Clear,62.25,4,9.997,350.0,5.4,0.76
1515438000,62.25,0.0,40.48,0.45,clear-day,0.0,0.0,1020.9,Clear,62.25,4,9.997,346.0,1.83,0.76
1515441600,66.39,0.0,40.07,0.38,clear-day,0.0,0.0,1019.9,Clear,66.39,3,9.997,334.0,6.32,0.76
1515445200,67.82,0.0,39.34,0.35,clear-day,0.0,0.0,1019.5,Clear,67.82,2,9.997,351.0,6.39,0.76
1515448800,68.56,0.0,39.08,0.34,clear-day,0.0,0.0,1019.5,Clear,68.56,1,9.997,352.0,6.39,0.76
1515452400,66.33,0.0,34.38,0.31,clear-day,0.0,0.0,1019.9,Clear,66.33,0,9.997,355.0,3.96,0.76
1515456000,61.96,0.0,37.84,0.41,clear-night,0.0,0.0,1020.1,Clear,61.96,0,9.997,3.0,1.09,0.76
1515459600,56.31,0.0,35.55,0.46,clear-night,0.0,0.0,1020.5,Clear,56.31,0,9.997,359.0,1.08,0.76
1515463200,53.6,0.0,35.64,0.5,clear-night,0.0,0.0,1021.2,Clear,53.6,0,9.997,348.0,0.14,0.76
1515466800,50.35,0.0,37.54,0.61,clear-night,0.0,0.0,1021.9,Clear,50.35,0,9.997,348.0,0.34,0.76
1515470400,50.37,0.0,35.93,0.57,clear-night,0.0,0.0,1022.0,Clear,50.37,0,9.997,347.0,0.19,0.76
1515474000,47.16,0.0,36.52,0.66,clear-night,0.0,0.0,1021.9,Clear,47.16,0,9.997,351.0,0.32,0.76
1515477600,46.42,0.0,36.07,0.67,clear-night,0.0,0.0,1021.6,Clear,46.42,0,9.997,337.0,0.23,0.79
1515481200,43.73,0.0,36.21,0.75,clear-night,0.0,0.0,1021.8,Clear,43.73,0,9.997,358.0,0.14,0.79
1515484800,42.99,0.0,36.02,0.76,clear-night,0.0,0.0,1021.7,Clear,42.99,0,9.997,6.0,0.28,0.79
1515488400,41.21,0.0,35.69,0.81,clear-night,0.0,0.0,1021.6,Clear,41.21,0,9.997,7.0,0.12,0.79
1515492000,41.74,0.0,35.88,0.8,clear-night,0.0,0.0,1021.5,Clear,41.74,0,9.997,341.0,0.47,0.79
1515495600,39.76,0.0,36.39,0.88,clear-night,0.0,0.0,1021.1,Clear,39.76,0,9.997,297.0,0.22,0.79
1515499200,39.94,0.0,35.64,0.84,clear-night,0.0,0.0,1021.0,Clear,39.94,0,9.997,313.0,0.39,0.79
1515502800,39.94,0.0,36.39,0.87,clear-night,0.0,0.0,1021.4,Clear,39.94,0,9.997,340.0,0.13,0.79
1515506400,36.91,0.0,34.56,0.91,clear-day,0.0,0.0,1021.9,Clear,36.91,0,9.997,352.0,0.06,0.79
1515510000,45.51,0.0,38.71,0.77,clear-day,0.0,0.0,1022.3,Clear,45.51,1,9.997,298.0,0.06,0.79
1515513600,51.3,0.0,41.08,0.68,clear-day,0.0,0.0,1022.5,Clear,51.3,2,9.997,77.0,0.28,0.79
1515517200,56.86,0.0,42.62,0.59,clear-day,0.0,0.0,1022.2,Clear,56.86,3,9.997,169.0,0.45,0.79
1515520800,60.5,0.0,42.97,0.52,clear-day,0.0,0.0,1020.9,Clear,60.5,4,9.997,152.0,0.83,0.79
1515524400,64.64,0.0,42.89,0.45,clear-day,0.0,0.0,1019.1,Clear,64.64,4,9.997,176.0,0.91,0.79
1515528000,65.5,0.0,42.34,0.43,clear-day,0.0,0.0,1017.8,Clear,65.5,3,9.997,157.0,1.62,0.79
1515531600,68.74,0.0,41.84,0.38,clear-day,0.0,0.0,1016.7,Clear,68.74,2,9.997,163.0,1.56,0.79
